101
81
T [GeV]		muB [GeV]		F_over_T [fm^-1 / GeV]
0.194000		0.220000		-0.151066
0.195000		0.220000		-0.151001
0.196000		0.220000		-0.150944
0.197000		0.220000		-0.150893
0.198000		0.220000		-0.150850
0.199000		0.220000		-0.150813
0.200000		0.220000		-0.150783
0.100000		0.240000		-0.213330
0.101000		0.240000		-0.212150
0.102000		0.240000		-0.210967
0.103000		0.240000		-0.209782
0.104000		0.240000		-0.208596
0.105000		0.240000		-0.207411
0.106000		0.240000		-0.206228
0.107000		0.240000		-0.205047
0.108000		0.240000		-0.203870
0.109000		0.240000		-0.202697
0.110000		0.240000		-0.201530
0.111000		0.240000		-0.200369
0.112000		0.240000		-0.199216
0.113000		0.240000		-0.198071
0.114000		0.240000		-0.196934
0.115000		0.240000		-0.195807
0.116000		0.240000		-0.194690
0.117000		0.240000		-0.193583
0.118000		0.240000		-0.192488
0.119000		0.240000		-0.191405
0.120000		0.240000		-0.190334
0.121000		0.240000		-0.189276
0.122000		0.240000		-0.188231
0.123000		0.240000		-0.187200
0.124000		0.240000		-0.186183
0.125000		0.240000		-0.185181
0.126000		0.240000		-0.184193
0.127000		0.240000		-0.183221
0.128000		0.240000		-0.182264
0.129000		0.240000		-0.181323
0.130000		0.240000		-0.180397
0.131000		0.240000		-0.179488
0.132000		0.240000		-0.178595
0.133000		0.240000		-0.177718
0.134000		0.240000		-0.176858
0.135000		0.240000		-0.176014
0.136000		0.240000		-0.175187
0.137000		0.240000		-0.174377
0.138000		0.240000		-0.173584
0.139000		0.240000		-0.172808
0.140000		0.240000		-0.172048
0.141000		0.240000		-0.171306
0.142000		0.240000		-0.170580
0.143000		0.240000		-0.169871
0.144000		0.240000		-0.169179
0.145000		0.240000		-0.168504
0.146000		0.240000		-0.167845
0.147000		0.240000		-0.167202
0.148000		0.240000		-0.166576
0.149000		0.240000		-0.165967
0.150000		0.240000		-0.165373
0.151000		0.240000		-0.164796
0.152000		0.240000		-0.164234
0.153000		0.240000		-0.163688
0.154000		0.240000		-0.163158
0.155000		0.240000		-0.162643
0.156000		0.240000		-0.162143
0.157000		0.240000		-0.161658
0.158000		0.240000		-0.161188
0.159000		0.240000		-0.160732
0.160000		0.240000		-0.160291
0.161000		0.240000		-0.159865
0.162000		0.240000		-0.159452
0.163000		0.240000		-0.159053
0.164000		0.240000		-0.158668
0.165000		0.240000		-0.158296
0.166000		0.240000		-0.157937
0.167000		0.240000		-0.157591
0.168000		0.240000		-0.157258
0.169000		0.240000		-0.156937
0.170000		0.240000		-0.156629
0.171000		0.240000		-0.156333
0.172000		0.240000		-0.156049
0.173000		0.240000		-0.155776
0.174000		0.240000		-0.155515
0.175000		0.240000		-0.155265
0.176000		0.240000		-0.155026
0.177000		0.240000		-0.154798
0.178000		0.240000		-0.154581
0.179000		0.240000		-0.154374
0.180000		0.240000		-0.154177
0.181000		0.240000		-0.153990
0.182000		0.240000		-0.153813
0.183000		0.240000		-0.153645
0.184000		0.240000		-0.153487
0.185000		0.240000		-0.153338
0.186000		0.240000		-0.153198
0.187000		0.240000		-0.153067
0.188000		0.240000		-0.152944
0.189000		0.240000		-0.152830
0.190000		0.240000		-0.152724
0.191000		0.240000		-0.152626
0.192000		0.240000		-0.152536
0.193000		0.240000		-0.152454
0.194000		0.240000		-0.152379
0.195000		0.240000		-0.152312
0.196000		0.240000		-0.152252
0.197000		0.240000		-0.152199
0.198000		0.240000		-0.152153
0.199000		0.240000		-0.152114
0.200000		0.240000		-0.152082
0.100000		0.260000		-0.213511
0.101000		0.260000		-0.212344
0.102000		0.260000		-0.211176
0.103000		0.260000		-0.210006
0.104000		0.260000		-0.208836
0.105000		0.260000		-0.207667
0.106000		0.260000		-0.206501
0.107000		0.260000		-0.205337
0.108000		0.260000		-0.204178
0.109000		0.260000		-0.203023
0.110000		0.260000		-0.201875
0.111000		0.260000		-0.200734
0.112000		0.260000		-0.199600
0.113000		0.260000		-0.198474
0.114000		0.260000		-0.197357
0.115000		0.260000		-0.196250
0.116000		0.260000		-0.195154
0.117000		0.260000		-0.194068
0.118000		0.260000		-0.192994
0.119000		0.260000		-0.191932
0.120000		0.260000		-0.190882
0.121000		0.260000		-0.189845
0.122000		0.260000		-0.188822
0.123000		0.260000		-0.187812
0.124000		0.260000		-0.186817
0.125000		0.260000		-0.185836
0.126000		0.260000		-0.184869
0.127000		0.260000		-0.183918
0.128000		0.260000		-0.182982
0.129000		0.260000		-0.182061
0.130000		0.260000		-0.181156
0.131000		0.260000		-0.180267
0.132000		0.260000		-0.179394
0.133000		0.260000		-0.178538
0.134000		0.260000		-0.177697
0.135000		0.260000		-0.176873
0.136000		0.260000		-0.176065
0.137000		0.260000		-0.175274
0.138000		0.260000		-0.174499
0.139000		0.260000		-0.173741
0.140000		0.260000		-0.172999
0.141000		0.260000		-0.172274
0.142000		0.260000		-0.171565
0.143000		0.260000		-0.170872
0.144000		0.260000		-0.170196
0.145000		0.260000		-0.169537
0.146000		0.260000		-0.168893
0.147000		0.260000		-0.168266
0.148000		0.260000		-0.167654
0.149000		0.260000		-0.167058
0.150000		0.260000		-0.166478
0.151000		0.260000		-0.165914
0.152000		0.260000		-0.165365
0.153000		0.260000		-0.164831
0.154000		0.260000		-0.164313
0.155000		0.260000		-0.163809
0.156000		0.260000		-0.163320
0.157000		0.260000		-0.162846
0.158000		0.260000		-0.162386
0.159000		0.260000		-0.161941
0.160000		0.260000		-0.161509
0.161000		0.260000		-0.161091
0.162000		0.260000		-0.160687
0.163000		0.260000		-0.160297
0.164000		0.260000		-0.159919
0.165000		0.260000		-0.159555
0.166000		0.260000		-0.159203
0.167000		0.260000		-0.158864
0.168000		0.260000		-0.158537
0.169000		0.260000		-0.158223
0.170000		0.260000		-0.157920
0.171000		0.260000		-0.157629
0.172000		0.260000		-0.157350
0.173000		0.260000		-0.157082
0.174000		0.260000		-0.156826
0.175000		0.260000		-0.156580
0.176000		0.260000		-0.156345
0.177000		0.260000		-0.156120
0.178000		0.260000		-0.155906
0.179000		0.260000		-0.155702
0.180000		0.260000		-0.155507
0.181000		0.260000		-0.155323
0.182000		0.260000		-0.155148
0.183000		0.260000		-0.154982
0.184000		0.260000		-0.154826
0.185000		0.260000		-0.154678
0.186000		0.260000		-0.154540
0.187000		0.260000		-0.154410
0.188000		0.260000		-0.154288
0.189000		0.260000		-0.154174
0.190000		0.260000		-0.154069
0.191000		0.260000		-0.153971
0.192000		0.260000		-0.153882
0.193000		0.260000		-0.153799
0.194000		0.260000		-0.153724
0.195000		0.260000		-0.153657
0.196000		0.260000		-0.153596
0.197000		0.260000		-0.153543
0.198000		0.260000		-0.153496
0.199000		0.260000		-0.153456
0.200000		0.260000		-0.153422
0.100000		0.280000		-0.213627
0.101000		0.280000		-0.212472
0.102000		0.280000		-0.211316
0.103000		0.280000		-0.210158
0.104000		0.280000		-0.209002
0.105000		0.280000		-0.207847
0.106000		0.280000		-0.206694
0.107000		0.280000		-0.205546
0.108000		0.280000		-0.204402
0.109000		0.280000		-0.203263
0.110000		0.280000		-0.202131
0.111000		0.280000		-0.201007
0.112000		0.280000		-0.199890
0.113000		0.280000		-0.198782
0.114000		0.280000		-0.197684
0.115000		0.280000		-0.196596
0.116000		0.280000		-0.195518
0.117000		0.280000		-0.194452
0.118000		0.280000		-0.193397
0.119000		0.280000		-0.192355
0.120000		0.280000		-0.191325
0.121000		0.280000		-0.190308
0.122000		0.280000		-0.189305
0.123000		0.280000		-0.188316
0.124000		0.280000		-0.187342
0.125000		0.280000		-0.186381
0.126000		0.280000		-0.185436
0.127000		0.280000		-0.184505
0.128000		0.280000		-0.183590
0.129000		0.280000		-0.182691
0.130000		0.280000		-0.181806
0.131000		0.280000		-0.180938
0.132000		0.280000		-0.180086
0.133000		0.280000		-0.179250
0.134000		0.280000		-0.178430
0.135000		0.280000		-0.177626
0.136000		0.280000		-0.176838
0.137000		0.280000		-0.176066
0.138000		0.280000		-0.175311
0.139000		0.280000		-0.174572
0.140000		0.280000		-0.173850
0.141000		0.280000		-0.173143
0.142000		0.280000		-0.172453
0.143000		0.280000		-0.171779
0.144000		0.280000		-0.171121
0.145000		0.280000		-0.170478
0.146000		0.280000		-0.169852
0.147000		0.280000		-0.169241
0.148000		0.280000		-0.168646
0.149000		0.280000		-0.168067
0.150000		0.280000		-0.167503
0.151000		0.280000		-0.166954
0.152000		0.280000		-0.166420
0.153000		0.280000		-0.165901
0.154000		0.280000		-0.165397
0.155000		0.280000		-0.164907
0.156000		0.280000		-0.164432
0.157000		0.280000		-0.163970
0.158000		0.280000		-0.163523
0.159000		0.280000		-0.163090
0.160000		0.280000		-0.162670
0.161000		0.280000		-0.162264
0.162000		0.280000		-0.161871
0.163000		0.280000		-0.161491
0.164000		0.280000		-0.161124
0.165000		0.280000		-0.160770
0.166000		0.280000		-0.160428
0.167000		0.280000		-0.160098
0.168000		0.280000		-0.159780
0.169000		0.280000		-0.159474
0.170000		0.280000		-0.159180
0.171000		0.280000		-0.158897
0.172000		0.280000		-0.158625
0.173000		0.280000		-0.158365
0.174000		0.280000		-0.158115
0.175000		0.280000		-0.157876
0.176000		0.280000		-0.157647
0.177000		0.280000		-0.157428
0.178000		0.280000		-0.157220
0.179000		0.280000		-0.157021
0.180000		0.280000		-0.156832
0.181000		0.280000		-0.156652
0.182000		0.280000		-0.156481
0.183000		0.280000		-0.156320
0.184000		0.280000		-0.156167
0.185000		0.280000		-0.156023
0.186000		0.280000		-0.155888
0.187000		0.280000		-0.155761
0.188000		0.280000		-0.155642
0.189000		0.280000		-0.155531
0.190000		0.280000		-0.155428
0.191000		0.280000		-0.155333
0.192000		0.280000		-0.155245
0.193000		0.280000		-0.155165
0.194000		0.280000		-0.155092
0.195000		0.280000		-0.155025
0.196000		0.280000		-0.154966
0.197000		0.280000		-0.154913
0.198000		0.280000		-0.154867
0.199000		0.280000		-0.154828
0.200000		0.280000		-0.154794
0.100000		0.300000		-0.213685
0.101000		0.300000		-0.212538
0.102000		0.300000		-0.211391
0.103000		0.300000		-0.210244
0.104000		0.300000		-0.209098
0.105000		0.300000		-0.207954
0.106000		0.300000		-0.206814
0.107000		0.300000		-0.205677
0.108000		0.300000		-0.204547
0.109000		0.300000		-0.203422
0.110000		0.300000		-0.202304
0.111000		0.300000		-0.201195
0.112000		0.300000		-0.200094
0.113000		0.300000		-0.199002
0.114000		0.300000		-0.197920
0.115000		0.300000		-0.196848
0.116000		0.300000		-0.195788
0.117000		0.300000		-0.194739
0.118000		0.300000		-0.193703
0.119000		0.300000		-0.192679
0.120000		0.300000		-0.191669
0.121000		0.300000		-0.190671
0.122000		0.300000		-0.189688
0.123000		0.300000		-0.188719
0.124000		0.300000		-0.187764
0.125000		0.300000		-0.186824
0.126000		0.300000		-0.185899
0.127000		0.300000		-0.184989
0.128000		0.300000		-0.184094
0.129000		0.300000		-0.183215
0.130000		0.300000		-0.182352
0.131000		0.300000		-0.181505
0.132000		0.300000		-0.180674
0.133000		0.300000		-0.179858
0.134000		0.300000		-0.179059
0.135000		0.300000		-0.178276
0.136000		0.300000		-0.177509
0.137000		0.300000		-0.176758
0.138000		0.300000		-0.176023
0.139000		0.300000		-0.175305
0.140000		0.300000		-0.174602
0.141000		0.300000		-0.173916
0.142000		0.300000		-0.173245
0.143000		0.300000		-0.172591
0.144000		0.300000		-0.171952
0.145000		0.300000		-0.171329
0.146000		0.300000		-0.170721
0.147000		0.300000		-0.170129
0.148000		0.300000		-0.169552
0.149000		0.300000		-0.168991
0.150000		0.300000		-0.168444
0.151000		0.300000		-0.167913
0.152000		0.300000		-0.167396
0.153000		0.300000		-0.166894
0.154000		0.300000		-0.166406
0.155000		0.300000		-0.165932
0.156000		0.300000		-0.165472
0.157000		0.300000		-0.165026
0.158000		0.300000		-0.164594
0.159000		0.300000		-0.164175
0.160000		0.300000		-0.163770
0.161000		0.300000		-0.163378
0.162000		0.300000		-0.162998
0.163000		0.300000		-0.162631
0.164000		0.300000		-0.162277
0.165000		0.300000		-0.161935
0.166000		0.300000		-0.161605
0.167000		0.300000		-0.161287
0.168000		0.300000		-0.160981
0.169000		0.300000		-0.160686
0.170000		0.300000		-0.160402
0.171000		0.300000		-0.160129
0.172000		0.300000		-0.159867
0.173000		0.300000		-0.159616
0.174000		0.300000		-0.159376
0.175000		0.300000		-0.159145
0.176000		0.300000		-0.158925
0.177000		0.300000		-0.158715
0.178000		0.300000		-0.158514
0.179000		0.300000		-0.158323
0.180000		0.300000		-0.158141
0.181000		0.300000		-0.157968
0.182000		0.300000		-0.157804
0.183000		0.300000		-0.157649
0.184000		0.300000		-0.157502
0.185000		0.300000		-0.157364
0.186000		0.300000		-0.157234
0.187000		0.300000		-0.157113
0.188000		0.300000		-0.156999
0.189000		0.300000		-0.156893
0.190000		0.300000		-0.156794
0.191000		0.300000		-0.156703
0.192000		0.300000		-0.156619
0.193000		0.300000		-0.156542
0.194000		0.300000		-0.156472
0.195000		0.300000		-0.156409
0.196000		0.300000		-0.156353
0.197000		0.300000		-0.156303
0.198000		0.300000		-0.156259
0.199000		0.300000		-0.156222
0.200000		0.300000		-0.156191
0.100000		0.320000		-0.213684
0.101000		0.320000		-0.212545
0.102000		0.320000		-0.211405
0.103000		0.320000		-0.210265
0.104000		0.320000		-0.209127
0.105000		0.320000		-0.207993
0.106000		0.320000		-0.206862
0.107000		0.320000		-0.205737
0.108000		0.320000		-0.204617
0.109000		0.320000		-0.203504
0.110000		0.320000		-0.202399
0.111000		0.320000		-0.201302
0.112000		0.320000		-0.200215
0.113000		0.320000		-0.199137
0.114000		0.320000		-0.198070
0.115000		0.320000		-0.197014
0.116000		0.320000		-0.195970
0.117000		0.320000		-0.194938
0.118000		0.320000		-0.193918
0.119000		0.320000		-0.192912
0.120000		0.320000		-0.191919
0.121000		0.320000		-0.190940
0.122000		0.320000		-0.189975
0.123000		0.320000		-0.189025
0.124000		0.320000		-0.188089
0.125000		0.320000		-0.187169
0.126000		0.320000		-0.186264
0.127000		0.320000		-0.185374
0.128000		0.320000		-0.184500
0.129000		0.320000		-0.183642
0.130000		0.320000		-0.182799
0.131000		0.320000		-0.181973
0.132000		0.320000		-0.181163
0.133000		0.320000		-0.180368
0.134000		0.320000		-0.179590
0.135000		0.320000		-0.178828
0.136000		0.320000		-0.178083
0.137000		0.320000		-0.177353
0.138000		0.320000		-0.176639
0.139000		0.320000		-0.175942
0.140000		0.320000		-0.175261
0.141000		0.320000		-0.174595
0.142000		0.320000		-0.173945
0.143000		0.320000		-0.173311
0.144000		0.320000		-0.172693
0.145000		0.320000		-0.172090
0.146000		0.320000		-0.171503
0.147000		0.320000		-0.170931
0.148000		0.320000		-0.170374
0.149000		0.320000		-0.169832
0.150000		0.320000		-0.169304
0.151000		0.320000		-0.168792
0.152000		0.320000		-0.168294
0.153000		0.320000		-0.167810
0.154000		0.320000		-0.167340
0.155000		0.320000		-0.166884
0.156000		0.320000		-0.166442
0.157000		0.320000		-0.166013
0.158000		0.320000		-0.165598
0.159000		0.320000		-0.165196
0.160000		0.320000		-0.164806
0.161000		0.320000		-0.164430
0.162000		0.320000		-0.164066
0.163000		0.320000		-0.163714
0.164000		0.320000		-0.163375
0.165000		0.320000		-0.163047
0.166000		0.320000		-0.162731
0.167000		0.320000		-0.162427
0.168000		0.320000		-0.162134
0.169000		0.320000		-0.161852
0.170000		0.320000		-0.161581
0.171000		0.320000		-0.161321
0.172000		0.320000		-0.161071
0.173000		0.320000		-0.160832
0.174000		0.320000		-0.160603
0.175000		0.320000		-0.160383
0.176000		0.320000		-0.160174
0.177000		0.320000		-0.159974
0.178000		0.320000		-0.159783
0.179000		0.320000		-0.159601
0.180000		0.320000		-0.159429
0.181000		0.320000		-0.159265
0.182000		0.320000		-0.159110
0.183000		0.320000		-0.158963
0.184000		0.320000		-0.158825
0.185000		0.320000		-0.158695
0.186000		0.320000		-0.158572
0.187000		0.320000		-0.158458
0.188000		0.320000		-0.158351
0.189000		0.320000		-0.158251
0.190000		0.320000		-0.158159
0.191000		0.320000		-0.158074
0.192000		0.320000		-0.157996
0.193000		0.320000		-0.157924
0.194000		0.320000		-0.157860
0.195000		0.320000		-0.157802
0.196000		0.320000		-0.157750
0.197000		0.320000		-0.157704
0.198000		0.320000		-0.157665
0.199000		0.320000		-0.157632
0.200000		0.320000		-0.157604
0.100000		0.340000		-0.213627
0.101000		0.340000		-0.212492
0.102000		0.340000		-0.211357
0.103000		0.340000		-0.210224
0.104000		0.340000		-0.209093
0.105000		0.340000		-0.207965
0.106000		0.340000		-0.206842
0.107000		0.340000		-0.205726
0.108000		0.340000		-0.204615
0.109000		0.340000		-0.203513
0.110000		0.340000		-0.202418
0.111000		0.340000		-0.201333
0.112000		0.340000		-0.200258
0.113000		0.340000		-0.199193
0.114000		0.340000		-0.198139
0.115000		0.340000		-0.197097
0.116000		0.340000		-0.196068
0.117000		0.340000		-0.195051
0.118000		0.340000		-0.194047
0.119000		0.340000		-0.193057
0.120000		0.340000		-0.192081
0.121000		0.340000		-0.191120
0.122000		0.340000		-0.190173
0.123000		0.340000		-0.189241
0.124000		0.340000		-0.188324
0.125000		0.340000		-0.187423
0.126000		0.340000		-0.186537
0.127000		0.340000		-0.185668
0.128000		0.340000		-0.184814
0.129000		0.340000		-0.183976
0.130000		0.340000		-0.183154
0.131000		0.340000		-0.182349
0.132000		0.340000		-0.181559
0.133000		0.340000		-0.180786
0.134000		0.340000		-0.180030
0.135000		0.340000		-0.179289
0.136000		0.340000		-0.178565
0.137000		0.340000		-0.177857
0.138000		0.340000		-0.177165
0.139000		0.340000		-0.176489
0.140000		0.340000		-0.175830
0.141000		0.340000		-0.175186
0.142000		0.340000		-0.174558
0.143000		0.340000		-0.173945
0.144000		0.340000		-0.173349
0.145000		0.340000		-0.172767
0.146000		0.340000		-0.172201
0.147000		0.340000		-0.171650
0.148000		0.340000		-0.171114
0.149000		0.340000		-0.170592
0.150000		0.340000		-0.170086
0.151000		0.340000		-0.169593
0.152000		0.340000		-0.169115
0.153000		0.340000		-0.168651
0.154000		0.340000		-0.168201
0.155000		0.340000		-0.167765
0.156000		0.340000		-0.167341
0.157000		0.340000		-0.166932
0.158000		0.340000		-0.166535
0.159000		0.340000		-0.166151
0.160000		0.340000		-0.165780
0.161000		0.340000		-0.165421
0.162000		0.340000		-0.165074
0.163000		0.340000		-0.164740
0.164000		0.340000		-0.164417
0.165000		0.340000		-0.164106
0.166000		0.340000		-0.163806
0.167000		0.340000		-0.163517
0.168000		0.340000		-0.163239
0.169000		0.340000		-0.162973
0.170000		0.340000		-0.162716
0.171000		0.340000		-0.162470
0.172000		0.340000		-0.162235
0.173000		0.340000		-0.162009
0.174000		0.340000		-0.161793
0.175000		0.340000		-0.161587
0.176000		0.340000		-0.161390
0.177000		0.340000		-0.161202
0.178000		0.340000		-0.161023
0.179000		0.340000		-0.160853
0.180000		0.340000		-0.160692
0.181000		0.340000		-0.160539
0.182000		0.340000		-0.160395
0.183000		0.340000		-0.160258
0.184000		0.340000		-0.160130
0.185000		0.340000		-0.160009
0.186000		0.340000		-0.159896
0.187000		0.340000		-0.159791
0.188000		0.340000		-0.159693
0.189000		0.340000		-0.159602
0.190000		0.340000		-0.159518
0.191000		0.340000		-0.159440
0.192000		0.340000		-0.159370
0.193000		0.340000		-0.159306
0.194000		0.340000		-0.159248
0.195000		0.340000		-0.159197
0.196000		0.340000		-0.159152
0.197000		0.340000		-0.159112
0.198000		0.340000		-0.159079
0.199000		0.340000		-0.159051
0.200000		0.340000		-0.159029
0.100000		0.360000		-0.213513
0.101000		0.360000		-0.212380
0.102000		0.360000		-0.211249
0.103000		0.360000		-0.210119
0.104000		0.360000		-0.208993
0.105000		0.360000		-0.207871
0.106000		0.360000		-0.206755
0.107000		0.360000		-0.205645
0.108000		0.360000		-0.204543
0.109000		0.360000		-0.203449
0.110000		0.360000		-0.202364
0.111000		0.360000		-0.201289
0.112000		0.360000		-0.200225
0.113000		0.360000		-0.199172
0.114000		0.360000		-0.198130
